Ulasan
Barangnya datang dengan aman .alhamdulillah amanah ka. Cuman ada kendala di charger nya ko gak bisa di pakai. Gak mau ngisi daya 😭😭😭 terpaksa deh bawa ke konter hp.
"Toko GK amanah, batreinya udah kembung dan kulitnya doang yang baru , dalamnya udah busuk udah pemakaian lama , pokonya sangat kecewa belanja di sini , kalo hp bilang aja GK usah bilang masih segel"
Saya sangat kecewa gk sesuai dengan ke adaan barang nya.masa hp nya sampe di rumah lcd nya kena hp di hidupin langsung panas.mana lgi di bukanya gk di video lagi.hp nya sih bener baru tspi gk tau kenpa pas di nyalain hp nya layarnya garis2dan dapat 2 menit hp nya panas.saya sangat kecewa sekali
Ini hp produk palsu tolong di kembalikan
"Terimakasih sudah dtg dengan cepat, mulus rapih sesuai pemesanan tp pas udh dicoba sudah dipake di nyalakan buka aplikasi store tbtb kembali sendiri tanpa di pencet. Agak ngeleg juga🥺🙏"
bgus tpi kaya yang pernah di pke bnyak yang ke gores gores layar hp nya
Sesuai paket ny di kemas pun bgus bnget hp ny ori
Tidak kelihatan barang baru persis sama dgn model hp sy yg lama tapi bisa dipakai lah. Terimakasih 🙏
"Maaf ya min baru nulis ulasan sekarang karna mau liat dulu kinerja hpnya,sejauh ini sih puas sama hasilnya... Cuman kenapa senter hpnya GK berfungsi gitu min dan geser pun senternya rusak GK idup,tapi semuanya aman gadak kendala kecuali ""SENTER"" Yah worth it lh untuk harga segitu."
"Pesan warna hitam datangnya biru, LCD ada titik putihnya ditengah"
Alhamdulillah udah sampe barang nya pekingan aman pokonya mah tapi sayang saya pesen warna hitam yang datang warna merah tapi gapapa sih yang penting datangnya aman HP ga rusak🙏
"Hp baru sehari kendalanya pengisian semalam ga penuh, mudah panas, tombol piwer kadang susah di pencet bingung idupinnya, suka eror,, Saya sudah komplen tapi pananggapannya di ulur ,,jujur kecewa dan kapok"
"Saya pesan 2 handphone,satunya hidup sedangkan yang satu tidak berfungsi sama sekali"
Layar ada garis - garis baru berpa hari pemakaian
hpnya jelek gak bisa kamera depan kamera depannya gak berfungsi
"Maaf d kasih bintang 2 karna hp ga bisa d cas ga nambah"", gimana ini mau d kembalikan saja karna ga bisa d pake🙏🙏"
Handphone bermasalah di minta garansi terlalu banyak Hana hini
Tolong lah Jadi pebisnis yg amanah dikit dong Ko hpnya TDK hidup Bikin kecewa GK Dan sakit hati Kirim hp rusak dan mati Ya ampun Jadi org pembisnis ko gini amat ya
Aku tertipuuu merek hp ta sesuai Trus pada lecet tg lecet segel palsu cuma tempelan di atas temperglas atau mika depan blakang sama tempelan bukan bawaan asli. Tadinya percaya sudah sampe ga ada jawaban dari penjual atas pesanan yang ga sesuai
"tidak sesui gambar ktny ram 6/128Gb, g tau nya ram3/64 gb, dasar tukang tipu,"
"Pertama dtng mentok logo dibnerin aja krna males balikan barang ke jnt dan bengkang ngga lurus bbrpa Minggu kemudian trulang kembali, aduh gmna ngga bisa balik barang lgi"
"Ponsel hancur, baru di pakai 5 hri, carjer sdh rusak, hp lemot, katanya ram 6, tipu."
Kurang teliliti tidak ada tempat sim card padahl hpnya baik
Barang yg di pesan warnanya pesennya hitam yg datang punk ga sesuai aga kecewa sih
Kayak barang second tapi diganti case biar seperti baru Kejernihan lensa: Burem Performa sistem: Lumayan Saya pesen yang warna pink tapi yang DTG beda warna..coba kalau GK lengkap warna ya dikasi tau lah..
"pengiriman cepat, datang dengan sumpurna, noken, sayangnya saya pesen warna hitam datang nya warna biru"
Barang nya bagus tapi minus nya Layar anti gores nya lecett...
Hpnya gak BS pindah saya coba tetap JD mohon pengembalian dana saja pokoknya demi nama baik toko jika Kon sumen minta pengembalian uang ya kembalikan itu cukup 🙏
tidak rekoment hp mmng hidup tapi tidak bisa digunakan karena simcard tidak berfungsi saat dimasukan hati2 beli hp disini semua ulasan hanya lihatkan hp bgus.tanpa mencobak setelah masuin kartu.positif ini hp ILEGAL .sy suda komplai tpi tidak mau mnnggung ongkir padahal jelas2 kesalahan dari toko
"Barang sudah di terima tapi barangnya tidak sesuai : 1.pesan warna biru datangnya hitam 2.tempat pasang memori sama kartu gak ada,, Niatnya mau pesan lagi tapi takutnya tidak sesuai dengan yang di foto,,,"
"Saya pesan HP ini yg datang h oppo soal HP nya jelek lelet yg jualan gak amanah ahirnya geletak, kapok,cukup sekali belanja disini"
"Paketnya udah sampai tepat waktu Dan sesuai dengan pesanan.. Trim,s.."
Maaf daya kecewa hp yg saya terima bukan yg saya pesan n deskripsi ny bukan saya yg terima....
"Mantap lah tapi, aku pesan nya warna itam malah datang warna biru, ya itu aja sih selain itu mantap lah 👍😊"
Barangnya bagus sesuai dengan gambar
"Camera tidak cerah , daya tangkap sinyal wifi juga kurang kuat"
Allahdulial ah hp udh dateng bagus mksh ya
Kenapa hapenya ga ada sinyalnya
"keterangan dari tiktok paket sudah diterima oleh pembeli, tapi yang benar keterangan dari j&t paket sudah diretur dan diterima oleh penjaga. kapan pengembalian dananya bos?"
"Barang dtng tepat waktu, datang sesuai type hp,tetap layar spt ada goresan..trus ketika kamera di gunakan ,pada layar bagian kanan blawurr..terimakasih dan mohon maaf"
"Alhamdulillah SDH 2 Hari Ini Hpnya Sampai & Langsung Saya Pakai. Semua System DiHP Berjalan Baik & Normal. Semoga HP Ini Awet Dan Tidak Ada Kendala. Tapi Sayang Ada 1 Minusnya, Pesanan Saya Warna Hitam Tapi Yg Dikirim Warna Biru."
Pesan an udah datang dengan selamat real pict tapi belum diprogram semoga semua baik 2 saja kurir langganan baik
Bagus sihhhh tapi kandang ngelek...baru ram nya 3 doang tototal penyimpanan nya cuma 64
HP nya tidak bisa hidup
HP nyah gk bisa di cas
"Sesuai pesanan, smoga ajh awet"
"Barang udh smpai,pekingan bagus dan rapi,..hpx belum di coba sih.. Mudahan baik dan awet..mksh"
"di pasang kartu sim ga bisa keluar sinyalnya, hati2 kalau pesan hp"
"hp nya ga bagus mati ,yg datang bukan hp baru tapi hp bekas cuma kesing nya aja yg baru dalam hp nya berdebu berkarat,, penipuan"
"Sama sekali tidak sesuai harapan,hp baru dtg di pakai 2 JM langsung kena LCD nya, baut di dlm pun ada yg tidak di pasang Semoga menjadi pelajaran untuk tidak mencari untung dengan merugikan orang lain"
Hp ada kendala sya mau kembalikan
Hp nya trouble tiba tiba mati sendiri Sudah di restart tapi tetep mati mati sendiri
"Kurang bagus setelah di hidupkan ada garis"" di layar kayak hp seken"
Maaf ya harganya memang murah tapi hpnya belum 1 minggu di pake udah rusak tu LCD apa emang produknya seperti itu
"Hp nya baru sehari di Pakai udah rusak,gak mau hidup kecewa saya"
Baru di pake belum 24 jam udh sering mati 😁
HP BUSUK D JUAL... KALAU HP BARU KAGAK MUNGKIN LAYAR NYA ADA GORESAN...
"Barang tipu-tipu, Ram bukan 6/128gb Toi Ram 3/22gb"
Batre cepet habis terus ngeleg ngeleg kecewa saya pesen
"Udh salah warna, pas di nyalahin layar hp nya ada bayangan garis di atas.."
"Hp nya kurang sehat,,masuk telpon GK mau di angkat,GK mau di geser,lemot,"
"Barangnya sesuai, tp elsidi ya rusak garis garis"
Hp dah di terima tapi baru seminggu dah ngekek
Tadinya bagus sehari eh tau tau mati sendiri hpnya iy mungkin hp murh sih jdi y gt jelek
Hpnya sudah DTG bagus muter YouTube Ama vn g ada suaranya ya
Barang sudah sampai asli oppo
Kecewa hp baru 5 hari dipakai udah mati hp apaan
"cuma hp rusak yg d jual,,sangat menyesal."
Maaf barangnya mengecewakan mudah mati nyala saat dces saja..saya sudah service..pembayarannya 250rb rasa rugi sih..tutupnya aja udah terbuka..andai kan saja kkau ganti service ku...lain x kalau juaalan yg benar dcek dulu barangnyaa jgn asal kirim...sampai hari ini juga gd persetujuan pengembalian..
Maf bru bikin ulasn...senang dgn barangnya mkaih leseler
Layarnya penuh goresan
Paket nya sudah saya terima bos dengan selamat .sebuah hp A35s tp ada masalah bos hp nya ngk dapat singel / jaring gimana cara Makai nya bos apa jalan keluar nya
"Titak puas karna setelah di hidupkan bayak garis"" di layar..."
hp ngak bisa di pakek
HP nya payah ngak ada bisa dapat sinyal udah pake kartu apa aja
Pesen warna mirah tapi datang nya warna pinx
Sepertinya barang reparbis deh
Pengembalian nya sangat puas
"Warna cantik, sesuai pesanan pokoknya joZ"
Layar sama kamera kurang
Pesanan sesuai yg di pesan makasih
HP sesuai promo n gambar
Minta warna pink dikasih warna merah .. :( sedih
Lumayan bagus lah..sesuai harga
Trimakasih tokonya amanah moga sukses slalu
Brg bagus ssuai iklan
Barang cacat tidak berpungsi
Tidak bisa di gunakan
Ok barang nya bagus
Tidk sempurna barang nya
udah sampai..
Barang nya bagus
kualitas abal abal
Lumayan buat anak anak
Barang tidak sesuai pesanan
Kecewa bnget pesan warna hitam datang warna merah
Sesuai pesanan
lumayan sesuai harga
Mantap
Sesuai bosku
Alhamdulilah
Kk aku bli hp A 3 s nya Bru di buka ..ko hp nya hidup 10 mnit mendyang mati .gtu ja trus jdi g bisa di pke
Sudah sampai
