Ulasan
"Bagus untuk mainan anak, murah meriah, yang penting nyala hepi, salut kreatifnya refurb hape bisa begini, cocok buat kado."
barang bagus. ORI. masih segel kardus. normal jaya. mantabbb..semoga awet. recomended banget. makasih ya seller
"Order warna hitam yg dtng merah, memory real 4/128 GB, finger print tdk bisa/ rusak, kepala charger rusak, tdk nyala, QC perlu diperbaiki. Overall is good"
"barang baru masih disegel mantap, cepat dan ok"
barang nya baru / segel dan nggak di ragukan belanja di toko ini
"barang sampai aman, packing aman dan rapih, pengiriman cepat, masih plastik dan segel tpi ini aku gatau iya hp'y baru atau bekas krena di dlm'y ga ada buku nya, ga ada tusukan buat buka SIMcard'y ☺🙏🏻 tpi jujur barang masih oke, makasih seller semoga selalu amanah trus..."
"barang masih segel waktu sampai,mudah mudahan awet"
proses cepat sampe cepat..cuma sepertinya salah warna
"barang bagus original, semua berfungsi normal, harga termurah, pengemasan bagus, pengiriman cepat dan dikaai bonus chaaing pula. recommended seller"
"Pengiriman cepat barang aman, tapi pas di unboxing hp sudah keadan nyala. Agak bingung ini hp baru atau gimana? Tapi overall okey semoga awet , thanks seller"
"Barang sampe sih dusbuk tersegel plastik Cuman waktu dinyalain eh udah langsung ke menu aja kaya tampilang udah kepake, baru dipakai belum semenit udah lgsg blank dengan warning tidak dapat mengkoneksikan battery"
barang ori real baru ga kecewa pokoknya pengiriman cepat Next aku mo order lg fast respon 🥰🫰👍👍👍👍
"barang masih d segel, sesuai dngan pilihan, hanya Ram 8 Memeory 256 bkn yg tertara keterangan Postingan nya, tapi gk ap² lah,hargany sesuai dngan barangnya. 👍👍"
"barang mantap, sangat rekom sekali beli hp disini, makasih banyak bossQ, berkah selalu🙏🏻🙏🏻"
"seller amanah, barang baru model lama worth it buat emak² biar gak kena virus tiktok & fb pro. mantap recomended"
terimakasih semoga tokonya amanah barangnya sudah sampai dengan baik kurirnya ramah barangnya oke
di bilang nya 8GB RAM 256GB ROM TAU NYAAAA 3GB RAM 64GR ROM KECEWA DONK YAAAA
barang msh d segel dan bagus
"barang sesuai gambar, masih bagus dan operasional msh berjalan dengan baik. seller juga responsif. g ragu buat beli disini. sesuai deskripsi"
"semoga bener ori inter seperti yg d jelaskan admin, pengiriman cepat, HP da lecet dikit, pesan dua minta warna yg beda malah d kirim warna sama, tapi ga apa² lah sudah d terima ini"
"Barangnya bagus dan segel Original, pengiriman cepat respon tokonya memuaskan, gak nyangka lebaran nyampe barangnya, cuma sehari setengah orderan sudah sampe. pokoknyajempol banget"
"mantap...! udh udh dicoba, semua berfungsi dgn baik. hasil kamera jernih, untuk aplikasi bawaan seperti wa, you tube, chrome, harus di update dulu baru bisa digunakan. pengiriman cepat, seller responsif"
okelah buat harga segitu..semoga bisa dipake..lumayan..yg jelas ya pastinya barang jadul. masih micro charge
"sesuai dengan pesanan, masih mulus. agak kaget pas mau buka hp ternyata udah nyala hehe"
"mantap cepat sampai barang ORI segel, penjual ramah... kapan kapan harus mampir lgi"
"saat di pasang kartu di matiin gak bisa hidup lge, tapi senang karena penjual tanggung jawab dsn sudah di ganti dengan yg baru dan semoga awet"
ok sesuai deskripsi masih segel n berfungsi baik mks seller n kurir gercep top dah
"bagus, barangnya masih segel. udh di coba beberapa hari ini ga ada masalah. informasi produk juga sama. tapi untuk yg mau beli aku informasiin kalo ini hp ngecharge nya lama bgt, bisa 3 jam buat full. karena bukan fast charging dan modelnya masih chargeran yg lama."
"Dengan harga segini acceptable sih. Fisik 90% lah, keliatan bekasnya tapi minim baret. Batre juga masih sehat banget. Port charger mantep juga, masih gigit banget. Lumayan buat nonton Youtube dan main game aja. Ram dan Internal kayaknya fake, tapi masih smooth untuk aktivitas menengah. Perlu update semua apps dulu untuk jaga fungsionalitasnya, terutama Chrome dan Youtube. Gak berani download WA, takut nomor keblokir karena kayaknya ini device korban block IMEI WA. Overall puas."
pengiriman cepat dan kebetulan saya dpt gratis ongkir jdi free.barang original masih segel di kemas cukup baik jadi puas deh.terima kasih toped dan seller semoga sukses selalu.....
Barang masih tersegel waktu sampai. Dan berfungsi dengan baik meskipun ada minusnya tp worth it lah untuk harga segini di Alhamdullilahin aja. saya beli ini untuk anak yatim saya yg memang sedang membutuhkan hp untuk kegiatan sekolahnya . 👍❤️
mantap barang original masih segel.. puas beli disini
barang dibungkus rapi. proses cepat dan hp ditekan langsung nyala. terima kasih
"barang tersegel,kualitas oke murah tp ndak murahan ...ada free casingnya juga"
"Thx untuk Kurir yang baik,sopan,ramah dan menyenangkan sudah mengantar barangnya dengan kondisi yang baik Hp nya bagus masih tersegel dan berfungsi dengan baik Sellernya amanah, baik dan barang yang dikirim sesuai Semoga usahanya lancar dan laris serta berkembang 😍 Thx untuk ToPed semoga makin sukses dan maju 😘💕"
"barang sudah sampai dengan selamat, masih baru dan dapat anti gores nya juga"
"Pengiriman cepat, barang oke masih baru, udah di pake seharian aman, walau hp refurb"
tidak ada yang namanya handphone palsu..tapi handphone ini asli..cuman kalau.pakai aplikasi cek system..ya tetep asli.sama seperti handphone yang lain.. cuman murah nya kebangetan padahal emang murah banget..😁😁😁😁
"MANTAP, dikirim sesuai pesanan warna BIRU, dapat harga PROMO & bungkusan paket hp masih disegel rapat. Cuma agak ketar-ketir pas diterima, di bungkusan paket plastik luarnya tidak ada tulisan ""FRAGILE"". Hp berfungsi dgn baik (layar nyala), meskipun belum datang SIMCARDnya. Semoga tidak ada kendala ke depannya & bisa awet dipakainya. Jangan ragu untuk beli hp di toko ini, VERY RECOMMENDED SELLER. Terima kasih semuanya."
barang bagus masih di segel dan baru mantap Seker nya trimakasih anak saya suka durasi video nya gak cukup harus 30 dtk
"Beliin temen, semoga awet. Pengiriman cepat. Seller respon chat cepat. Bagus pelayanananannya. Terima kasih kak."
"barang sesuai pesenan buka segel kerdus, mudah""asli, bisa di pake awet tahan lama, toko amanah, kurir ramah, trimakasih"
"Barangnya bagus banget 😎👍, isi ROM sesuai dgn Deskripsi Produk 😎👍🏻, Terimakasih seller 🥰❤, sukses selalu, Aamiin 😇🤲🏻❤"
"barangnya tiba tepat waktu kondisi barangnya bagus,semoga awat selalu"
"barang masih di segel,bagus barang sesuai pesanan terimakasih"
Bagus. Tapi belum dicoba. Kemasan bagus. Kelengkapan lengakap Carges & Anti Gores.
"barang KW gak ada garansi, kualitas diragukan, semoga saja awet"
cuma sofe cash aja yang rusak selebihnya normal
proses cepat sampe jg cepat ..semoga awet dan gak error'
barang ny mantap berfungsi dengan baik next time beli lg di toko ini sangat amanah
"agak kecewa si kemasan sprti baru tapi pas di buka dan di nyalain sprti hp secon , pinggir nya juga agak kebuka tpi masih bsa nyala"
barang tidak berguna cuma jadi sampah doang
"Barang masih disegel, barangnya betul sesuai pesanan. seller recomended terimakasih seller. sukses selalu"
barsng dtg masi di segel. udh kepasang anti gores...
barang masih besegel. pengemasan aman dan rapi. hp diterima dalam keadaan baik
Kiriman sudah diterima kondisi aman Barang ok sesuai dg pesanan Proses dan layanan cepat dan memuaskan Tks sukses dan sehat selalu
"a good phone for the money, bought for a child for a birthday. only the color was ordered red, and came blue. otherwise everything is good 👍fast delivery"
"Terima kasih paket hp Vivo Y17 telah diterima, barang masih disegel dan lengkap"
HP sudah sampai dalam keadaan baik. tapi belum di coba masih di charger.
ok sipppp berfungsi dengan baik lumayan untuk anak2
Gilaaaaaa si wkwkwkw bagus bgt ga nyangka harga segitu mulus bgt tdinya ga percaya eh yg datang mulus puolllllllllllll thanks owners amanah pengiriman cepat bgt
Baru sekali ini beli di toko ini tapi langsung jatuh hati karena seller nya fast response dan well informed. kurir ok. Alhamdulillah tiba dengan selamat ini hape. Makasih seller berkah selalu ya dan laris manis tanjung kimpul
"cek imei hp vivo ngga sesuai sama tipe hp, itu realme c2 tp hp vivo. WA jadi ke blok terus"
"bagus, main ml lancar. baterai awet minus kamera kurang bagus. itu saja."
"barang sudah sampe pengiriman cepat Alhamdulilah untuk saat ini berpungsi dngan baik mudah""han awet"
"Barang sudah sampai dengan aman kondisi masih segel bergaransi dan baru kami puas dengan layanan ini, terima kasih seller😊😊"
"barang ORI, murah pengiriman cepat paking rapi kurir ramah dan sopan pokoknya puas 👍👍👍"
"hpnya super ribet sensi, sudah ganti banyak kartu tetap WhatsApp nya bermasalah terus entah apanya yang salah, ketika kartunya ditaro di hape lain bisa. ketika WhatsApp nya mulai error harus disibukan dengan membuta laporan ke WhatsApp support, mungkin wa support nya sampe bosan kali. mohon maaf sy beri rating 1 untuk produknya."
"Barang sampai dengan aman, kondisi lumayan bagus, hp nyala"
