Ulasan
"Kualitas barang sih bagus,cuman sablon namanya kurang nempel"
Paket yg datang ngak sesuai katanya full bordir nyatanya zong
"bagus, kainnya tebel tapi adem"
"Kalo bahan baju sih oke tapi sablon jelek sekali, sablonnya cacat/berkerut, saya sangat menyesal membeli di toko ini, sablon nya juga tidak menyatu dengan baju"
Bentuk dan ukuran: Ukuran kebesaran dan ada noda nya di kaos
ga ada sablon nya kaya nomer punggu dan nama saya kecewa .
Baju nya bagus kak kainnya lembut Lebih bagus kalo logonya di bordir🥰😍
"Sesuai pesanan, cakep Abang kurir y jga udah langganan"
Bahannya bagus yaa Pas bangattt
"Pengiriman lama,mencapai 10 hari,kualitas kain ok lah bagus,tapi sablonan nomor belakang nya jelek,ngelopek"
"Bajunya bagus sesuai pesanan dan kainnya agak tebal,hanya saja pengirimannya agak lama"
"Maaf gw kasih 4, tulisan sablonan namanya kecil bngt ga keliatan"
"bahan nya bagus suka banget,lumayan lama sih sampainya soalnya agak jauh tapi gapapa.Puas🔥"
"mntp sih cocok bgt di badan, kualitas jg oke aja kok. pengiriman juga cepet loh antar pulau pdhl"
Sesuai dgn harapan Kain adem Ukuran pas ( M )
"Bajunya bagus,tebal,lembut,pokok nya sesuai lah dengan harganya 🥰🥰🥰"
Bahannya bagus hanya tak ada sablon nama 😅
Bahan kaosnya standar dan ukuran XL kecil
Tulisan namanya belum border langsung selain itu kualitasnya bagus.🙏
"baguss, tebell, sayangnyaa aku salah milih ukuran, kegedeann, overall BAGUUSSS BGTT"
Nomor punggungnya tidak divsablon seperti biasanya.
Bentuk dan ukuran: Sangat besar Bahan: Bagusss Warna: Cocok Karakteristik: Mantap cuman ukuran y terlalu besar untuk anak usia 14 tahun bro
Sablon nya kurang baguss di prebaiki lagi kedepan nya!!
"Mantap, tapi harusnya ukuran 4xl itu ukuran 5xl nya"
Baguss walaupun ada lecet dikit
Sablon nya ga bagus Warna sablon redub
Bahan kainnya bagus Cuma sablonnya jelek
sabolannya gak terlalu pekat gak terlalu bagus
Sablonya sesuai sama harga segitu mau berEkspetasi gimana dengan harga segitu tapi lihat produk erpso harga sama tapi kualitas sablon lebih baik
ada jahitan yg lepas
Barangnya bagus cuma sablon nya terlepas smua huruf” nya
Kok gda nama sya mas padahal sya udh kasih nama sma nomor 35 mas gimn ini mas
sangat bagus saya sngat suka tapi saya slah pilih ukuran😅
baru pakek sablon namanya udah mau lepas 1
Bahan nya tipiss bgt kerawang Tanggapan saat saya menanya tidak sopan
"Boleh lahh, kirain yg bordiran rupanya sablonan semua patch nya"
"keren, bahan lembut, mantap pokok nya"
Saya kecewa karena ada yang kurang dari baju real Madrid
Pengiriman cepat dan baju nya juga bagus
Logo doang sih kirain bagus logo nya
Bagus tp ada noda kuning di leherny
Bahan: Kureng sii tapo not bad
Kirain logo nya timbul 😭😭😭😭😭malah kaya baju bocah 😭😭😭
"bagus barangnya sesuai pesanan, maksijh"
"bajunya bagus, tapi datengnya lamaa"
Terimakasih paketnya sudah tiba ..
Barang bagus sesuai kualitas
Katanya adidas
bahan bagus
Bahannya bagus bgt
Saya kan pesan yg 4xl kenapa yg di kirim 2xl
BAGUSS
Mohon di kembalikan uang saya sebesar Rp 130.997 rb
bagus
M nya kecil
Lumayann sih
Pas d badan anak ku. Nyaman
"Tidak menerima paket, paket hilang oleh kurir"
Pengiriman rada lama
Ok
Kekecilan
Barang bagus
Terima kasih
Sagat bgua
suka banget
yg di minta no punggung nya 22...yg datang no 23...gimana si bg...
Baguss minn
Bagus
Bagus 👌🏻
Ok. Bgs
Kebesaran
Pengiriman lambat
Lumayan
bagus aja tapi lama kelamaan bakalan lepas nama belakangnya
Keren
Pengiriman lama
Kurir
