Ulasan
"Pengiriman cepat,murah ,bagus lembut ,tapi cuma minus jahitan nya terlepas sedikit"
PACKING NYA 2 HARI TIDAK CEPAT SEPERTI TOKO LAIN NYA. BARANG OK. SEMOGA AWET
barag lecet di kancing seret tasa tolang untuk penjula di peratikan le bih detail hati klo beli barang nya yang bagus kulitas nya 🙏
"Kualitas Premium, tidak telihat murahan... Bagian dalam Masih ok lah... Space besar,, muat PB besar tebal,hp2unit, charger.. recommend banget Update, pemakaian seminggu. Bagiang cantelan robek. Dipakai untuk HP, PB Mungkin lebih aman jika penempatan cantelan di sudut"" saja."
Bagus sayang agak kecil tapi ngk PP la Bahan: Bahan. Lumayan Kualitas pengerjaan: Sangat rapih dan bagus Karakteristik: 100% anti air
"Kualitas barang bagus, respon penjual cepat dan cuman minus Kurir di pengiriman saja yang menurut saya lama dari Surabaya - Sidoarjo dari pemesanan tgl 14-04-2025 barang datang tgl 17-04-2025 padahal pas online ngomongnya besok tgl 15-04-2025 sudah sampai gtu"
Barang minus tidak sesuai blom juga dipake udh rusak aja sletingnya
"Tasnya baguss,tapi ada didalamnya itu resletingnya malah ada rongga,pengiriman melebih batas baktu,terus untuk yang tali 1 tangan tempatnya aga kurang"
"jahitan seadanya baru di coba isi penuh, belum di pakai kemana-mana sudah ga sanggup tidak kuat menahan beban 🥲"
"Barang sesuai tapi toko harus lebih teliti dalam menjual barang, karna dapat barang yang sobek"
"Produk bagus tapi CARA PACKING BURUK, setelah di buka ada bekas lipatan. Jadi seperti barang bekas"
Bahan bagus... Tp yg dlm jahitan tidak rapih ada yg sobek... Maaf saya kurangi bintang nya..
Tida sesuai pesanan Bahan: Sobek Kualitas pengerjaan: Tida sesuai pesanan
"di bagian pojok kana kiri bawah bolonggg, dan tali nya pendek bgt, ga sepanjang di live"
"Saya sangat kecewa dengan barang nya, karena tidak sesuai dengan ekspektasi. Kalau dilihat di video promosi cukup besar, tiba saatnya sampai di tangan kita rupanya kecil, barangnya juga tidak original, masa sedikit kena air mereknya langsung luntur semua, 🤬 sangat kecewa+++++++"
"cacatt, dateng plastik dah robek, tas nya rusak"
Alkmdllah sudah mendarat barang ea. TPI sayang.. tas ea sedikit robek Kya kecantol paku.
"Barang sampai dengan cepat. Kemasan masih utuh. Baru dibuka sesuai, tpi, bagian dipengait ternyata mudah robek bagiannya. Ya maklum barang murah. Terima kasih."
aku pake 4 hari eh copot kayanya salah produksi deh tapi bahan bagus kok beneran anti air cuma copot aja bagus overall
Kecewa qc nya kurang baik ada yang menciut di bagian depan kaya yang bekas di bakar kecewa
Rada kecil dan resleting nya cepet rusak
"Awalnya saya tertarik beli karena iklannya menggoda promo besar tas ransel jumbo murah 68000 aja cuci gudang katanya iklan , eh tapi pesanan datang TDK sama apa yg dikatakan di iklannya alias menipu / bohong , tasnya biasa aja GK kecil GK besar muatnya sedikit barang"
"Kecewa pokonya. Emang saya akui bagus produknya. Tpi ada kerusakan di handbag nya robek untungnya dikit tpi kan lama"" bisa besar. Pesan untuk toko klo ngirim barang tolong periksa lagi.kesian klo gini pembelinya"
Barang bagos minus di jaitan baru mkek udh ad yg lepas jaitan kiri kanan lgi yg lepas jaitan ny
Tlg quality check di jaga. Barang cacat kok dikirim
"Barang lumayan bagus,tp sayangnya bukan bahan kain tasnya."
barang nya bagus tp ko cacat si kaa sedih bgt pdhl buat kadoo:(
"Kok barang cuman 1 kk, saya pesan 2 yg datang cuman 1"
"pengiriman lambat,,tapi barangnya Bagus 👍"
"Paketnya sudah sampai, lumayan bagus, tapi tdk sesuai yg aku komen di live, resletingnya ad dua d dlm , barangnya sampai cuma satu resleting nya cuma d tengga ajh,,"
"Paket sudah nyampek rumah dengan aman. Dan sesuai harapan sangat memuaskan, MANTAP Bang. Saya kasi bintang 3 untuk ini. Terima kasih...🥰"
"Utk tasnya bagus, cuman pengirimannya agak lambat sih, itu aja dari saya"
"Dudukan gantungan nya di tengah ga jelas , bahan nya cepet sobek pas gantungan nya kalo bawa berat"
"Bahan oke , cuma ga sesuai sama yang di post , masa ini ga muat naro hp sama dompet , blom di isi yg lain lain casan farpum . Semoga bisa di perbesar lagi untuk ruangan tas elegand nya"
Bahan: Bagus Kualitas pengerjaan: Terbaik Karakteristik: Tahan air Kapasitas: Besar
No rekomen cepat robek pada gantungan tali.mnding yg mahalan dikit tpi ada kualitas..gk usah mendamg mending dngan harga murah.
Tasnya bagus .cuma tidak isi pengaitnya lgi 1😢 jadi tidak bisa di pake slempang.bahan sangat lembut.mohon untuk di double cek kembali sebelum di kirim terimakasih
Brang nya dah smpai dngan baik kak.. mudah² han awet lah dngan hrga sgitu.. kurire ramah
"Tampilan bagus bentuk pas tapi rentan di pengaot selendangnya,di pake sehati sudah gituh"
Lumayan lah setara dengan harganya walaupun agak ke cewa .. baru di pake sudah ada yg mau jebol..
