Ulasan
"saat di pasang kartu di matiin gak bisa hidup lge, tapi senang karena penjual tanggung jawab dsn sudah di ganti dengan yg baru dan semoga awet"
"barang sesuai pesenan buka segel kerdus, mudah""asli, bisa di pake awet tahan lama, toko amanah, kurir ramah, trimakasih"
okeh barang nya tapi sayang kalo stok warna ga raady jangan di cantumkan klo bisa warna random jangan ada pilihan warna pas dikirim ga sesuai apa yg dipilih sedikit kecewa tapi okeh barangnya
"Barang masih segel waktu sampai, dikemas dengan baik. Semua berfungsi dengan baik. Terimakasih 🙏🏻"
"lumayan bagus, cuma kamera belakang nya buram."
HPnya berfungsi normal tp layar hp seperti yg sudah dipasang protector tapi pemasangan tidak rapih ada bebrp bubble dan tidak rata
"barang masih d segel, packing rapi, semoga awet"
Barang diterima dgn packing rapih dan aman. Lansung di-test dan wookee bingits sesuai pesenan. Terimakasih yah
Setelah sebulan pemakaian tiba2 WA dideteksi app tidak resmi Dan reset setting pabrik/factory reset pun sama hasilnya. selain itu Oke kondisi mulus serta semua lengkap
"Dikirim cepat, packing dan shipping baik sekali. HP bagus juga, Hasil kamera sedikit gelap, butuh dicerahkan secara manual setiap gambar."
"Hp saat dinyalakan muncul error, aplikasi WA gk bsa, Hp saya kirim balik ke seller utk claim garansi perbaikan, sudah 2 minggu tidak di kirim balik ke saya lagi, katanya proses perbaikan 7 hari kerja., ini sudah kelewatan, saya chat berkali-kali tidak di respon oleh seller, hati2 dengan toko ini!!!! Kalo HP saya dibalikin sya akan ubah penilaiannya !!! Saya gak ikhlas, klo kamu penipu, allah swt akan membalas kamu di dunia dan akhirat!!! Saya gk akan maafkan kamu!!!"
HP kw. gk bisa di gunakan untuk WA ( APLIKASI WHATSAPP). ......HP BERMASALAH
"barang tidak sesuai spesifikaai, di etalase dan di kardus disebut barang dg kapasitas Ram 8 gb/256 gb...realita sebenarnya hanya 3gb/64gb"
"Setelah dipasang dengan kartu sim nya, tidak bisa mendownload WhatsApp, bertanya kepada penjual, dijelaskan dan sudah diikuti seperti itu, tetap saja bermasalah, dan sudah menukar kartu sebanyak 4x di counter…. Penjual bilangnya restart terus…. Pas dimasukin lagi kartu baru yang ke 3, signalnya nggak ada, dipakai di up lain jadi, Mungkin apes, dapat yang rusak, cuma bisa telpon, dan pas cas, 1 hari baru full,,, mudah2an besok2 nggak apes2 lagi,, kapok beli hp bgnian🤦‍♀️"
"seperti nya second, barang nya sudah terpasang email dan sudah nyala pas di buka ... semoga awet ajalah"
"Sma yang ini juga kena spam wa nya sya krim ulang hp nya jika slesai perbaikn bagus sya rubh lgi bintangnya,,maap seller"
"wa selalu seperti ini katanya ori tetapi kenyataanya tidak sesuai, tidak amanah."
Hp nya palsu. Begitu datang 3 hari wa bermasalah. Terus seller bilang suruh ganti kartu. Saya tanya kenapa dijawab ganti aja. Saya ganti kartu lagi dan setelah seminggu wa ke kunci lagi. Sy lapor dibilang suruh ganti lagi. Terus saya cek ternyata hp palsu. Saya minta di kembalikan. Dan setelah di kembalikan sudah seminggu tdk ada kabar. Dan tdk mau ngaku hp jualan mereka palsu. Sekarang tdk tau nasib hp saya. Saya sdh beli yg baru yg asli. Semoga yg lain jgn terkecoh harga murah.
Barang KW tidak ori. HP tidak bisa install Whatsapp karena KW. Tidak amanah.
"barang tidak.bisa di cas, barang diragukan original nya"
"blum 1 bln suda hampir 10x ganti kartu , dpt barang refurbish , suda chat ke penjual tpi blum di respon .. semoga ad service waranty ny"
"Hpnya gk bisa dipakai krn WA kena spam terus, ini HP rakitan gk jelas, maaf krn beli 4 unit gk bisa dipakai hpnya"
"hp bermasalah ,wa tidak bisaa dipake ..padahal sudah ganti nomor/kartu baru tapi ttp ga bisa . waktu itu sempat bisa kebuka tapi ga lama kena spam ,dan carger bukan bawaan ,hp di cas 24 jam tidak mengisi cuma 1% terusss. Mohon bantuan sellerr ini hp mau dituker atau diperbaiki biar ke depan bisa order lagii 🙏🙏 untuk yang lain nya sih aman ..kecuali WA sama Carger ."
"Wa kena spam beli hp 3 disini barang ga bagus semua nya,,yg 2 lgi di retur perbaikan hp jika nnti hp stelah di terima bagus sya rubah lgi bintang nya maap sya rubh bintang nya gan soalnya kecewa bru 1 mnggu pake udah jelek"
"hp belum ada 1Mggu layar SDH error.. bergaris,bagaimna ini..sy minta tanggungjawabannya!"
sudah d ganti bahasa ingris tetep aja wa nya kena spam terus
"saya minta hitam om, kok yang datang merah muda (pink)? anak saya cowok yang lain okelah sesuai harga.... rate untuk koreksi atau tidak menyepelekan ya om... thanks"
buat wa ke spam terus udh Konsul begitu Mulu pusing sy ribet bngt hp
"Barang Palsu, re furbish wis Parah Janga ada yang ketipu lagi di Tokopedia"
camera belakangnya kadang berfungsi kadang engga
"kurang bonus softcase+anti gores aja sih soalnya di keterangan fotonya dapet, kalau kondisi HP baru aman dan bagus."
so far away msh brfungsi dgn baik hny sy utk app wa ny suka kena spam..kondisi hp pas d buka keadaan nyala..over all okay..smg bs bertahan lama
"Penjual responsif dan ramah, hanya HP-nya bermasalah (tidak bisa dicas)... dikirim balik, sudah lewat waktu komplain tp syukurlah penjual masih tanggap.. yang disesalkan, ongkir ditanggung pembeli, dan juga pengembalian HP malah yg lama (walaupun sudah diperbaiki)...saya kan beli hp baru bukan second... tapi keseluruhan, penjual sangat responsif"
"barang nya si bagus.yg gagal cuman konektor .jd ga bisa ngisi bateray,ending nya sy harus benerin lagi ke service supaya normal. #lebih teliti lagi sama barang sebelum di kirim ga ya.👍👍."
ini hp bekas terus di daur ulang di jadikan seperti baru lagi..sangat kecewa banget.tak kira hp masih baru gres
"maaf ya min, tp aku harus beli charger lg terpisah, karna charger bawa'annya ga bisa di pakai"
cacad batre tidak ngisi
kabel charging bukan yg ori kasih..smga aja hpnya awet buat anak.
WA saya selalu bermasalah semenjak menggunakan HP ini. dapat nomor dari internasional bahkan ig saya sempat di hack.
ke 2× beli di sini... hp vivo yg Y20S unt WA selalu di blokir
cas adaptor nya rusak gak bisa di pakek rugi jangan beli di toko Iki barang bermasalah
Barang KW dan Ketika beberapa waktu pemakaian WhatsApp kena spam. penipu kau
Hp butut dijual ..gara2 tokopedia ngasih promo gak jelas sering nipu orang tokopedia sekrang
tidak bisa digunakan aplikasi Whatsapp (WA) imei bermasalah
"bukan baru sudah ada bekas tempelan stiker, gak bisa di Cash, tak ada jarum untuk buka sim cardnya."
"HP cloningan, tdk bs Wa sama sekali. Error terus. Penjual di Chat sama sekali tidak balas"
"hp tidak bisa pakai aplikasi WA.setiap kartu SIM yg masuk langsung minta verifikasi nomor utk WA.sudah 3 kali ganti no WA pakai hp ini.kartu SIM pindah ke hp lain bs digunakan,tp di hp ini tidak.🤦"
"maaf kak terpaksa bintang 1. saya pernah beli HP refurbish oppo a3s memang spek ram tinggi aslinya gk segitu gk masalah buat saya. tapi klo beli sama kakak WA gk bisa, tuker kartu baru 3x juga gk bisa. Jadi percuma HP gk bisa WA, kan sekarang HP komunikasi WA."
"kondisi kurang bagus wa kena spam terus, padahal udah ganti no kena spam lagi ga ngerti saya juga jadinya hp nyaa ga jadi dipake mau didiemin aja nyesal beli nya"
pada saat terima hp msh dalam kondisi ad segel tetapi kondisi hp dlm keadaan menyala Dan pada saat gunakan tiba2 wa saya kena spam dan blokir selama 2 hari terus spt itu Sampai akhir ya no hp Telkomsel saya tidak bisa d gunakan lagi utk WhatsApp dgn alasan no hp saya melakukan pelanggaran peraturan WhatsApp saya ganti no hp saya dgn Smartfren ternyata terjadi lagi tiba2 hp saya kena spam dan d blokir lagi akhirnya saya menggunakan hp lama utk WhatsApp dgn no kartu Smartfren saya sampai saat ini WhatsApp saya aman tidak kena spam dan blokir berarti hp Vivo yg saya Abeli ternyata bermasalah Dan sampai detik ini saya belum menerima invoice pembelian hp Vivo Y17 tab semoga pihak Tokopedia BS membantu saya dgn mengembalikan uang pembelian hp tsb
terimakasih barang sudah sampai tapi casan nya mati ga bisa dipake
"jangan beli hp nya,produk palsu. romnya ga smpe 256. paling parah gbsa pake whats app"
barang yg bekas di masuk kan kembali dan juga buat aplikasi ga bisa whatup
"tidak bisa utk wa, telepon, install jg gak bisa. barangnya diragukan ini asli apa nggak? harganya memang di bawah harga standar, tp kalo gak bisa digunakan buat apa?"
"barang rekondisi..., HP tidak bisa digunakan untuk whatsapp ( diblock oleh pihak whatsapp , sudah coba ganti smpe 3 nomor... )"
tdk bs nangkap Jaringan aplikasi WA tdk bs di gunakan t4 simcard tdk pas dg kartu
"setelah dicek pake cpu-z ternyata ram hanya separuhnya, kapok"
"barang rekondisi , baru pakai 2 bulan ud rusak"
barang masih disegel sayangnya sepertinya rekondisi Bukan baru
hp di caas tidak mau ngisi .tidak bisa buat wa .alhasil jdi bangke karna tidak bisa d cas
"BRG bukan Asli dan baru 100%.. casingnya Y17 tapi mesinnya y12.. camera sdh di ganti dan layar LCD sdh bkn aslinya lagi, charging nya lama"
