K,Fold,Epoch,Batch,Dropout,Train Accuracy,Val Accuracy,Test Accuracy,Train Loss,Val Loss,Precision,Recall,F1_Score_Asli,F1_Score_Palsu,F1_Macro,Confusion_Flat
3,2,10,32,0.2,0.8405250906944275,0.8249785304069519,0.8469241857528687,0.3670959770679474,0.3728635013103485,0.8497381565267924,0.8249785161844744,0.8655665566556656,0.7492819039803037,0.8074242303179846,"[[1967, 466], [145, 913]]"
3,3,10,32,0.2,0.8365296721458435,0.8401604294776917,0.8497853875160217,0.3695663809776306,0.3511025309562683,0.8576002264077386,0.8401604124892581,0.8790112749349523,0.7645569620253164,0.8217841184801344,"[[2027, 406], [152, 906]]"
3,1,10,32,0.3,0.8445992469787598,0.8313287496566772,0.8154506683349609,0.3666586577892303,0.3806323707103729,0.8659632182938742,0.8313287514318443,0.8679076026014801,0.7667326732673267,0.8173201379344035,"[[1935, 499], [90, 968]]"
3,2,10,32,0.3,0.8408675789833069,0.819822371006012,0.8354792594909668,0.3656867742538452,0.3995358645915985,0.8483004304586901,0.8198224004583214,0.8606248615111899,0.745240988254354,0.8029329248827719,"[[1942, 491], [138, 920]]"
3,3,10,32,0.3,0.8228310346603394,0.8209682106971741,0.8197425007820129,0.4052598476409912,0.3980998694896698,0.8519242092479192,0.8209682039530221,0.86083277666444,0.7490967482938579,0.8049647624791489,"[[1933, 500], [125, 933]]"
3,1,10,32,0.5,0.8355789184570312,0.8419243693351746,0.8383404612541199,0.3762901425361633,0.3415919244289398,0.8591087460880931,0.8419243986254296,0.8804159445407279,0.7668918918918919,0.8236539182163098,"[[2032, 402], [150, 908]]"
3,2,10,32,0.5,0.850570797920227,0.8507590889930725,0.8597997426986694,0.3503725528717041,0.3439520001411438,0.8551889774427287,0.8507590948152391,0.8909357337240946,0.763718820861678,0.8273272772928864,"[[2128, 305], [216, 842]]"
3,3,10,32,0.5,0.8445205688476562,0.8224004507064819,0.822603702545166,0.3609717488288879,0.3930885195732116,0.8557953844757568,0.8224004583213979,0.8612975391498882,0.7531847133757962,0.8072411262628422,"[[1925, 508], [112, 946]]"
3,1,10,64,0.2,0.82986980676651,0.8439289927482605,0.8197425007820129,0.3765478134155273,0.341520607471466,0.8580742633590007,0.8439289805269187,0.8827704882770488,0.7665952890792291,0.824682888678139,"[[2052, 382], [163, 895]]"
3,2,10,64,0.2,0.803196370601654,0.7891721725463867,0.7997138500213623,0.441182792186737,0.4416931867599487,0.8241013476834158,0.7891721569750788,0.8352730528200537,0.7072394590294352,0.7712562559247444,"[[1866, 567], [169, 889]]"
3,3,10,64,0.2,0.7799086570739746,0.7943282723426819,0.8197425007820129,0.4724619388580322,0.4308085143566131,0.817705535255514,0.7943282727012317,0.8428884026258205,0.7023217247097844,0.7726050636678025,"[[1926, 507], [211, 847]]"
3,1,10,64,0.3,0.7847682237625122,0.7247995138168335,0.7424892783164978,0.4721471667289734,0.5511178970336914,0.8237823286248069,0.7247995418098511,0.7632421778763242,0.6714529914529914,0.7173475846646578,"[[1549, 885], [76, 982]]"
3,2,10,64,0.3,0.8343607187271118,0.8075050115585327,0.8397710919380188,0.3868815898895263,0.3916466832160949,0.8400509575572235,0.8075050128902893,0.8500669344042838,0.7312,0.7906334672021419,"[[1905, 528], [144, 914]]"
3,3,10,64,0.3,0.792694091796875,0.792896032333374,0.8040057420730591,0.4421500265598297,0.4301882684230804,0.8261358058661896,0.792896018332856,0.8386520865878152,0.7109156337465014,0.7747838601671583,"[[1879, 554], [169, 889]]"
3,1,10,64,0.5,0.5151861310005188,0.6970217823982239,0.6967095732688904,0.6981564164161682,0.6664752960205078,0.4858393395343833,0.6970217640320733,0.8214647316908539,0.0,0.41073236584542694,"[[2434, 0], [1058, 0]]"
3,2,10,64,0.5,0.8278538584709167,0.8029217720031738,0.8354792594909668,0.3928419351577759,0.4125378131866455,0.837557441509976,0.8029217989114866,0.8459471562919839,0.7265500794912559,0.7862486178916199,"[[1889, 544], [144, 914]]"
3,3,10,64,0.5,0.7753424644470215,0.7991979122161865,0.7982832789421082,0.4788660705089569,0.4666433930397033,0.8013009495905093,0.7991979375537095,0.8548353696417478,0.67440780306549,0.7646215863536189,"[[2064, 369], [332, 726]]"
3,1,20,16,0.2,0.8812514543533325,0.8528063893318176,0.8297567963600159,0.2886597812175751,0.3481612205505371,0.8830833522390065,0.8528064146620847,0.8854723707664884,0.7940705128205128,0.8397714417935006,"[[1987, 447], [67, 991]]"
3,2,20,16,0.2,0.8680365085601807,0.8633629083633423,0.8769670724868774,0.3181160986423492,0.3143959641456604,0.8670931570103854,0.8633629332569465,0.9003134796238245,0.7828857532999545,0.8415996164618895,"[[2154, 279], [198, 860]]"
3,3,20,16,0.2,0.876369833946228,0.8484674692153931,0.8454935550689697,0.2951183617115021,0.3407164514064789,0.8742297394125113,0.8484674878258379,0.8831455710183345,0.7845213849287169,0.8338334779735257,"[[1999, 434], [95, 963]]"
3,1,20,16,0.3,0.8505366444587708,0.8439289927482605,0.8426323533058167,0.3548933863639831,0.3527292609214782,0.8683483005853045,0.8439289805269187,0.8800352190182699,0.7767308480131094,0.8283830335156896,"[[1999, 435], [110, 948]]"
3,2,20,16,0.3,0.8772830963134766,0.8639358282089233,0.8898426294326782,0.2964410483837127,0.2987343370914459,0.8681046571597131,0.8639358350042967,0.9005652082897215,0.7845804988662132,0.8425728535779673,"[[2151, 282], [193, 865]]"
3,3,20,16,0.3,0.8699771761894226,0.8613577485084534,0.8726752400398254,0.308119386434555,0.3089746534824371,0.8728058176767303,0.8613577771412203,0.896404109589041,0.7904761904761904,0.8434401500326157,"[[2094, 339], [145, 913]]"
3,1,20,16,0.5,0.8807947039604187,0.8622565865516663,0.8512160181999207,0.2927571833133697,0.3189944624900818,0.8826079839340119,0.8622565864833907,0.894863387978142,0.8003320880033209,0.8475977379907315,"[[2047, 387], [94, 964]]"
3,2,20,16,0.5,0.8727169036865234,0.8613577485084534,0.8741058707237244,0.303060919046402,0.3156957030296325,0.868931385909176,0.8613577771412203,0.8975444538526672,0.7856510186005314,0.8415977362265994,"[[2120, 313], [171, 887]]"
