Ulasan
"Aman, pengiriman cepat, seller ramah dan responsif, barang aman, dapet bonus case dan anti gores"
Barang baru dengan kondisi bagus. Pengiriman dan pengemasan aman dengan sensor deskripsi produk. Garansi resmi dengan kode resmi indonesia
Barang original segel resmi .adminnya responsive banget mantep pokonya ga bakalan ngerasa rugi kalau belanja di toko ini semoga tetep se fast respon ini ya min
ini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapuini terlalu mantapu ini terlalu mantapu ini terlalu mantapu  ini terlalu mantapu ini terlalu mantapu ini terlalu mantapuini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapu ini terlalu mantapuini terlalu mantapu ini terlalu mantapu ini terlalu mantapu  ini terlalu mantapu ini terlalu mantapu ini terlalu mantapuTutup Ulasan
Barang original pasti. Segel. Garansi. Kartu garansi tercantum dibelakang. Mantab si dapet pas rpomo juga. Thanks tokped! Pas beli lebi murah dibanding retail toko.
"pertama kali beli hape lewat aplikasi, Alhamdulillah puas hasilnya.. paket sampai dg selamat, barang masih bersegel dan berfungsi dg baik, kualitas juga bagus bahannya rigit di tangan
harga terjangkau dan juga sampai dalam hitungan jam, seller pun ramahTutup Ulasan"
"admin fast respon banget, sempet ragu dan agak bawel juga karna pengiriman sameday lama. overall bagus banget garansi resmi harga juga beda dari yg lain"
"barang masih segel, garansi resmi, berfungsi dgn baik, pengiriman (rekomendasi)cepat.. dapat promo"
"Barang cepet sampai, kualitas bagus, Original, pokoknya the best deh, sellernya cepet tanggep juga"
"Barang ori, imei terdaftar, garansi ada, mantep banget beli disini lebih murah. Sukses selalu"
barang sampai dengan aman. bublewarp nya tebel banget. garansi jelas aman dan udah pasti ori. unboxing langsung segera cek kelengkapan plus update software dan semuanya jalan dengan mulus tanpa kendala. suka banget sama warnanya. rekomended banget beli disini soalnya harga lebih murah dari toko offline.Tutup Ulasan
"barang masih di segel, barang sangat rapih di bubble wrapnya tebal, toko tdk memberitahukan driver isi paketnya apa jadi aman, amanah tokonya dan instannya cepat. iphonenya bagus sekali👍Tutup Ulasan"
"Bareng nya ori masih tersegel dengan baik, sesuai request. Bagus banget pokoknya, semoga awet"
"kelengkapan oke(kabel charger dan hp doang) apple pelit bet. Pelayanannya bagus, cepet tanggap, ramah juga. Ini toko termurah sih resmi ibox juga(IMEI udah dicek, terdaftar). Pesen kemarin malem, sore tadi dah nyampe pake kurir toko, kurirnya effort bangett padahal lagi hujan deress, makasih banyak lohh👍👍Tutup Ulasan"
Mantap barang original dan garansi bisa diclaim
"Garansian semua resmi, hanya yg di request kadang ga sesuai. Kiriman juga cepat, deg2an baru pertama kali beli dr OL. Namun sampai di tujuan dg selamat. Makasih seller.."
bagus pelayanan penjual. barang ori segel utuh sdh dicoba ok fungsinya..
"Barangnya masih segel, kualitas baik, original, pas flash sale milih warna biru eh lagi kosong katanya dan konfirmasi buat ganti warna pink atau hitam. Ku pilih pink karena sbnernya aku emang maunya warna pink, pas banget. Terima kasih seller 👍🏻Tutup Ulasan"
"Terimakasih barang sudah di terima dalam keadaan baik, kumplit tidak ada yg kurang sesuai pesanan, garansi jg ok
Respond penjual cepat, pengiriman jg sangat cepat, semoga barangnya bermanfaat.Tutup Ulasan"
"terima kasih, alhamdulillah pesanan iphone 15 saya sudah sampai dalam keadaan selamat, dan berfungsi dengan baik, garansi resmi dr ******..semoga awet dan bermanfaat"
Produk original sesuai pesanan diterima kondisi dgn baik aman packing super aman berlapis bubble wrap dan harga lebih murah ketika CO wktu itu dibanding toko lain sayang ga ada bonus TG sama case respon penjual baik utk segera kirim hanya pengiriman reguler yg gratis ongkir dptnya IdEx agk lama sempet khawatir blm smpe pdhal udh tinggl kirim ke rumah smpe kepending 1 hr secara umum cukup puas belanja dsini. Semoga awet berkah barokah utk semua. terimakasih ya penjual dan tokped idex 😃🙏🏻Tutup Ulasan
"barang masih segel, original, bagusss banget, sesuai request dpt yg kode PA/A, mimin nyaa fast respon bgt😍, pemakaian baru 2hari aman gaada troble dan kendala, semoga awettt🥰Tutup Ulasan"
Bagus bangettt. Walaupun ada beberapa kendala masalah pengiriman tapi bener bener bagus bangetttt. Dan pelayanannya sih yg top bangett. Selalu fast respon melayani customer bawel kaya gue hahaha. Sukses terus ismile 🫰🏻Tutup Ulasan
Top mantap. barang segel sangat rapihh. sinyal aman dan rapih pokonya top seller!
"barangnya original, dapat kode PA/A. dapat harga murah, cewek saya suka. dan penjual ramah"
"barang masih segel ,,dapat kode PA/A nicee"
"Barangnya sehari nyampe, ori, dan cs nya komunikatif. terima kasih"
Setelah kesana kesini nyari varian 256 yang sangat langka. Akhirnya dapet juga ditoko ini. Seller gercep. yang paling utama adalah IMEI Aman barang BNIB. Terima kasih 🙏.
"maaf baru sempet kasih ulasan. setelah sebulan pemakaian overall oke. wlpun masih harus banyak belajar ya wkwk
 semoga awet di aku iPhonenya. ORI pasti. tapi aku beli dapet yang stok lama, bulan april. ku beli bulan agustus. 

awalnya pilahpilih onlineshop mana yg trusted. setelah baca2 akhirnya pilih toko ini. disamping harga agak miring reviewnya bagus2 kok. Alhamdulillah masyaAllah Tabarakallah kebeli juga ini hp iPhone 🥲🥲

saran buat seller sih ya.. 🙏🏻
packingnya itu emang aman karna bubblenya yang tebel tapi kedepannya mungkin bisa ya dengan harga segitu dan asuransinya pengiriman yang terbilang lumayan kita bisa dapet packing kayu ya. atau nambah sedikit untuk dapat packing kayu. karna jujur sedikit takut ada tangan jahil gitu. 
oh iya kemarin aku pakai ekspedisi SICEP*T yang next day. harapannya kan bisa dateng sehari setelahnya eeeeh ternyata sama aja dong. di hari setelahnya udah sampai di drop pointnya ngga buru2 dianter sama kurir, padahal paketnya pakai service next day kan. akhirnya karna takut was2 dll sore itu aku ambil langsung itu paket. 

kecewa sih sama ekspedisinya. bayar ongkir mahal tp tetep aja sampainya 2 hari kalau aku ngga ambil sendiri langsung. 

buat yang mau beli disini gak usah khawatir. bisa request apapun sama sellernya. pastikan pilih pengiriman yang cepat di kota kalian ya. 

thankyou Ismile 🥰Tutup Ulasan"
mantap barang tersegel dan resmi indonesia
