K,Fold,Epoch,Batch,Dropout,Label,Precision,Recall,F1-Score,Support
3,1,30,64,0.3,asli,0.9484240687679084,0.8159408381265407,0.877208480565371,2434.0
3,1,30,64,0.3,palsu,0.6795422031473534,0.8979206049149339,0.7736156351791531,1058.0
3,2,30,64,0.3,asli,0.9262222222222222,0.8565556925606247,0.8900277599829169,2433.0
3,2,30,64,0.3,palsu,0.7187751813053989,0.8431001890359168,0.7759895606785558,1058.0
3,3,30,64,0.3,asli,0.9378378378378378,0.8557336621454994,0.8949065119277885,2433.0
3,3,30,64,0.3,palsu,0.7238394964594808,0.8695652173913043,0.7900386431945041,1058.0
3,1,30,64,0.5,asli,0.9393103448275862,0.8393590797041907,0.8865263614666956,2434.0
3,1,30,64,0.5,palsu,0.7031131359149583,0.8752362948960303,0.7797894736842105,1058.0
3,2,30,64,0.5,asli,0.9590818363273452,0.7899712289354706,0.866351138156412,2433.0
3,2,30,64,0.5,palsu,0.65635507733692,0.9224952741020794,0.7669941060903733,1058.0
3,3,30,64,0.5,asli,0.940855323020928,0.8499794492396219,0.8931116389548693,2433.0
3,3,30,64,0.5,palsu,0.7177107501933488,0.8771266540642723,0.7894512973202893,1058.0
5,1,10,16,0.2,asli,0.9321646341463414,0.8376712328767123,0.8823953823953824,1460.0
5,1,10,16,0.2,palsu,0.6973180076628352,0.8598425196850393,0.770098730606488,635.0
