K,Fold,Epoch,Batch,Dropout,Train Accuracy,Val Accuracy,Train Loss,Val Loss,Precision,Recall,Durasi (detik)
3.0,1.0,10.0,16.0,0.2,0.8588,0.8368,0.3412,0.3707,0.8489197611931142,0.8462199312714777,183.04
3.0,2.0,10.0,16.0,0.2,0.8707,0.8488,0.3182,0.3375,0.8628107453643393,0.848753938699513,276.54
3.0,3.0,10.0,16.0,0.2,0.8587,0.8439,0.3372,0.3582,0.8660705301168031,0.8536236035519909,308.49
