K,Fold,Epoch,Batch,Dropout,Confusion_Flat
3,1,10,16,0.2,"[[2137, 297], [240, 818]]"
3,2,10,16,0.2,"[[2059, 374], [154, 904]]"
3,3,10,16,0.2,"[[2076, 357], [154, 904]]"
